PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM
58.0,150.0,40.0,83.0,1100.0,15.0,7.2,1019.7,-5.9,0.0,8,1.4
56.0,119.0,36.0,77.0,1200.0,16.0,7.3,1020.0,-7.2,0.0,8,1.9
56.0,106.0,38.0,78.0,1100.0,18.0,6.6,1020.9,-0.2,0.0,12,2.8
50.0,107.0,42.0,64.0,1000.0,31.0,6.2,1021.2,1.1,0.0,12,3.3
50.0,107.0,42.0,64.0,700.0,33.0,3.5,1021.6,1.5,0.2,12,5.4
42.0,71.0,11.0,46.0,600.0,40.0,4.7,1020.9,1.5,0.1,11,2.8
40.0,44.0,7.0,46.0,600.0,39.0,6.4,1019.7,0.7,0.0,15,4.7
31.0,33.0,13.0,34.0,500.0,63.0,7.2,1019.3,0.2,0.0,12,3.9
32.0,40.0,21.0,27.0,600.0,73.0,7.9,1018.2,-1.4,0.0,12,3.8
42.0,52.0,20.0,32.0,600.0,68.0,7.5,1017.5,-1.0,0.0,15,3.4
43.0,53.0,17.0,36.0,600.0,66.0,7.3,1017.1,-0.9,0.0,12,2.5
52.0,74.0,15.0,43.0,600.0,57.0,6.7,1016.9,-1.5,0.0,12,3.6
54.0,76.0,12.0,46.0,600.0,52.0,5.9,1016.6,-0.4,0.0,12,2.6
48.0,77.0,11.0,45.0,700.0,56.0,4.9,1017.1,1.0,0.0,11,2.4
51.0,79.0,8.0,50.0,600.0,44.0,4.4,1017.3,1.6,0.0,12,3.0
57.0,64.0,6.0,53.0,600.0,34.0,4.2,1017.9,1.2,0.0,15,2.2
57.0,60.0,5.0,54.0,600.0,26.0,4.2,1017.4,1.6,0.0,12,2.9
53.0,59.0,5.0,60.0,600.0,15.0,4.1,1017.7,1.6,0.0,11,2.1
58.0,60.0,5.0,59.0,600.0,13.0,3.8,1018.1,1.7,0.0,15,2.2
55.0,60.0,4.0,59.0,600.0,10.0,3.5,1017.5,1.9,0.0,12,1.7
62.0,51.0,4.0,60.0,600.0,8.0,3.0,1017.1,1.8,0.0,12,1.1
52.0,55.0,4.0,63.0,600.0,2.0,2.3,1017.3,1.3,0.0,12,1.3
55.0,58.0,3.0,65.0,600.0,2.0,1.9,1016.9,1.2,0.0,15,0.9
73.0,56.0,4.0,62.0,600.0,2.0,0.9,1016.9,0.3,0.0,9,0.5
65.0,67.0,3.0,63.0,600.0,2.0,0.9,1017.4,0.6,0.0,14,0.5
77.0,77.0,4.0,59.0,600.0,2.0,2.6,1017.9,2.3,0.0,15,1.0
79.0,87.0,5.0,60.0,700.0,2.0,5.0,1017.9,2.4,0.0,13,0.8
83.0,92.0,9.0,66.0,700.0,2.0,7.7,1017.5,2.4,0.0,3,1.0
82.0,94.0,16.0,64.0,800.0,12.0,9.9,1017.6,1.0,0.0,13,0.9
72.0,83.0,19.0,68.0,800.0,25.0,11.8,1016.8,-0.1,0.0,13,2.3
68.0,72.0,17.0,66.0,800.0,44.0,12.9,1015.7,1.2,0.0,15,2.5
62.0,69.0,15.0,57.0,800.0,66.0,14.3,1014.8,0.9,0.0,11,2.7
65.0,76.0,18.0,51.0,800.0,89.0,14.8,1013.6,0.2,0.0,12,3.3
83.0,92.0,16.0,42.0,700.0,105.0,15.3,1013.0,0.7,0.0,11,2.7
75.0,83.0,15.0,32.0,600.0,109.0,15.3,1011.9,-0.1,0.0,12,4.1
67.0,88.0,13.0,35.0,600.0,107.0,14.7,1011.9,-1.0,0.0,15,4.3
61.0,92.0,11.0,34.0,600.0,100.0,13.6,1012.3,-1.2,0.0,11,4.0
68.0,112.0,16.0,39.0,600.0,90.0,12.6,1012.5,-0.3,0.0,12,3.0
62.0,97.0,15.0,41.0,700.0,90.0,11.8,1013.5,-1.0,0.0,11,2.9
68.0,110.0,14.0,50.0,700.0,74.0,11.0,1014.2,0.4,0.0,12,2.5
70.0,114.0,15.0,57.0,800.0,59.0,10.4,1014.4,0.7,0.0,12,1.8
81.0,109.0,14.0,59.0,800.0,58.0,9.3,1014.9,1.0,0.0,12,1.8
85.0,113.0,13.0,71.0,900.0,42.0,8.6,1015.1,1.7,0.0,12,2.3
96.0,138.0,11.0,83.0,1000.0,25.0,8.1,1015.0,2.7,0.0,12,1.6
106.0,146.0,10.0,77.0,900.0,20.0,6.5,1015.0,3.3,0.0,13,0.0
116.0,140.0,8.0,76.0,900.0,12.0,5.6,1015.2,3.3,0.0,13,1.0
119.0,143.0,7.0,86.0,1000.0,12.0,5.2,1014.7,3.7,0.0,4,1.0
126.0,146.0,7.0,84.0,1000.0,12.0,4.5,1014.7,1.9,0.0,5,0.6
124.0,154.0,9.0,77.0,1100.0,12.0,4.2,1015.0,2.4,0.0,13,0.7
121.0,191.0,11.0,68.0,1100.0,12.0,5.7,1015.4,3.5,0.0,14,0.5
108.0,183.0,11.0,78.0,1200.0,12.0,8.2,1015.6,2.6,0.0,13,0.6
114.0,181.0,16.0,90.0,1200.0,12.0,9.7,1015.3,1.8,0.0,15,0.9
130.0,194.0,27.0,95.0,1300.0,12.0,11.8,1015.5,3.3,0.0,11,2.4
136.0,175.0,32.0,96.0,1300.0,12.0,13.6,1014.4,3.1,0.0,12,1.8
152.0,176.0,35.0,97.0,1399.0,12.0,15.1,1013.3,4.2,0.0,8,2.2
159.0,182.0,34.0,96.0,1200.0,12.0,15.8,1012.3,3.9,0.0,11,2.5
156.0,176.0,35.0,72.0,1000.0,12.0,17.0,1010.7,3.6,0.0,12,3.9
140.0,145.0,36.0,51.0,900.0,12.0,17.3,1009.7,3.9,0.0,12,3.7
141.0,153.0,41.0,48.0,1000.0,12.0,17.6,1009.0,3.5,0.0,11,4.1
142.0,153.0,42.0,48.0,1000.0,12.0,17.2,1008.6,3.1,0.0,12,4.7
143.0,194.0,67.0,64.0,1000.0,12.0,16.5,1008.7,3.9,0.0,11,4.4
162.0,215.0,73.0,66.0,1000.0,12.0,15.9,1008.8,4.0,0.0,12,3.1
149.0,176.0,52.0,57.0,1000.0,12.0,15.3,1010.0,4.0,0.0,11,3.2
131.0,149.0,37.9848,50.0932,1000.0,12.0,14.6,1010.0,3.7,0.0,11,2.8
101.0,112.0,35.0,48.0,1000.0,12.0,13.9,1009.7,3.4,0.0,11,2.8
87.0,96.0,31.0,49.0,1000.0,12.0,13.2,1010.1,3.0,0.0,12,3.3
90.0,113.0,27.0,52.0,600.0,12.0,12.4,1010.0,3.3,0.0,11,3.2
95.0,113.0,24.0,57.0,700.0,12.0,11.2,1010.1,3.9,0.0,11,1.4
107.0,140.0,22.0,56.0,700.0,12.0,10.2,1009.7,4.3,0.0,11,1.4
127.0,160.0,21.0,55.0,700.0,12.0,9.8,1009.7,4.0,0.0,12,1.9
134.0,162.0,19.0,60.0,800.0,12.0,8.1,1010.0,4.3,0.0,11,0.7
139.0,160.0,18.0,64.0,800.0,12.0,7.9,1009.7,4.3,0.0,11,1.3
142.0,142.0,16.0,57.0,800.0,12.0,8.1,1010.3,4.7,0.0,12,1.3
147.0,149.0,15.0,56.0,900.0,12.0,9.2,1010.5,4.8,0.0,12,1.4
153.0,156.0,16.0,56.0,900.0,12.0,10.1,1010.2,4.9,0.0,12,0.9
162.0,166.0,23.0,60.0,1000.0,12.0,11.6,1010.4,5.0,0.0,6,1.5
166.0,176.0,45.696,58.0999,1000.0,12.0,13.4,1010.0,5.3,0.0,8,0.8
149.0,177.0,69.0,64.0,1100.0,12.0,14.3,1009.7,5.9,0.0,11,1.6
188.0,190.0,66.0,72.0,1100.0,12.0,14.0,1009.2,6.4,0.0,12,2.7
202.0,204.0,52.0,72.0,1200.0,12.0,13.9,1009.1,7.0,0.0,11,1.8
212.0,213.0,59.0,67.0,1500.0,12.0,14.2,1008.3,7.3,0.0,15,2.8
233.0,237.0,75.0,68.0,1800.0,12.0,14.5,1006.8,8.0,0.0,8,1.9
243.0,245.0,109.0,66.0,2000.0,12.0,14.7,1006.3,7.5,0.0,8,2.1
236.0,242.0,103.0,76.0,2000.0,12.0,14.3,1006.0,7.3,0.0,11,3.0
236.0,242.0,103.0,76.0,1700.0,38.0,14.2,1006.2,7.7,0.0,8,1.8
186.0,177.0,72.0,60.0,1000.0,48.0,13.9,1006.0,7.9,0.0,12,0.8
159.0,170.0,50.0,60.0,1000.0,42.0,13.7,1006.7,8.1,0.0,11,1.1
163.0,183.0,39.0,73.0,1200.0,30.0,13.5,1006.7,7.9,0.0,10,1.5
172.0,185.0,36.0,73.0,1200.0,26.0,13.8,1006.2,8.0,0.0,10,1.5
208.0,210.0,32.0,102.0,1500.0,2.0,13.7,1006.1,7.9,0.0,8,2.5
186.0,202.0,34.0,98.0,1399.0,3.0,12.5,1006.1,7.2,0.0,11,3.1
150.0,143.0,36.0,50.0,900.0,39.0,11.6,1006.0,6.9,0.0,8,1.6
119.0,127.0,29.0,48.0,800.0,33.0,11.0,1005.9,6.9,0.0,12,2.5
114.0,127.0,21.0,46.0,800.0,30.0,10.1,1005.8,6.6,0.0,12,2.6
116.0,119.0,17.0,37.0,800.0,33.0,9.7,1005.3,6.6,0.0,11,2.0
139.0,110.0,18.0,33.0,800.0,36.0,9.3,1005.0,6.7,0.0,11,1.4
146.0,121.0,16.0,36.0,900.0,26.0,9.4,1005.4,6.8,0.0,8,1.7
137.0,143.0,15.0,38.0,1000.0,18.0,9.4,1005.4,7.0,0.0,12,1.2
156.0,166.0,14.0,45.0,1000.0,8.0,9.5,1005.7,6.9,0.0,13,1.9
171.0,194.0,14.0,49.0,1100.0,2.0,10.1,1005.9,7.3,0.0,12,0.6
179.0,192.0,15.0,49.0,1100.0,2.0,11.5,1005.8,7.4,0.0,15,1.5
179.0,199.0,18.0,49.0,1200.0,3.0,12.7,1005.6,8.0,0.0,13,1.8
189.0,213.0,43.0,53.0,1200.0,8.0,14.7,1005.0,8.0,0.0,8,0.8
198.0,217.0,53.0,59.0,1300.0,14.0,13.0,1004.0,7.7,0.0,11,1.4
232.0,234.0,44.0,72.0,1300.0,12.0,15.2,1004.8,8.2,0.0,14,1.5
257.0,260.0,35.0,72.0,1500.0,14.0,15.3,1003.0,8.1,0.0,11,1.9
233.0,254.0,53.0,79.0,1399.0,21.0,17.1,1004.0,8.2,0.0,1,1.8
260.0,273.0,44.0,83.0,1500.0,27.0,15.3,1005.3,8.8,0.0,2,2.1
263.0,300.0,39.0,90.0,1500.0,20.0,15.5,1005.7,8.2,0.0,0,1.1
237.0,245.0,32.0,87.0,1399.0,16.0,13.4,1006.2,9.3,0.0,12,0.6
229.0,200.0,31.0,86.0,1300.0,14.0,11.9,1006.8,8.6,0.0,1,0.0
185.0,167.0,25.0,96.0,1300.0,2.0,10.5,1007.4,8.4,0.0,13,0.8
169.0,185.0,22.0,96.0,1500.0,2.0,9.5,1007.6,8.3,0.0,11,0.6
188.0,193.0,20.0,81.0,1500.0,2.0,8.9,1007.8,7.7,0.0,4,0.6
166.0,221.0,20.0,60.0,1600.0,2.0,8.3,1007.4,7.5,0.0,0,0.6
161.0,195.0,23.0,52.0,1800.0,2.0,8.0,1007.3,7.4,0.0,5,0.2
168.0,209.0,24.0,53.0,1800.0,2.0,8.3,1007.2,7.7,0.0,4,0.8
156.0,172.0,19.0,65.0,1200.0,2.0,7.9,1007.1,7.1,0.0,4,0.8
163.0,131.0,18.0,59.0,1100.0,2.0,7.3,1006.6,6.7,0.0,0,0.4
145.0,112.0,17.0,51.0,1100.0,2.0,6.7,1006.7,6.1,0.0,4,0.9
128.0,153.0,17.0,40.0,1399.0,2.0,6.3,1006.7,5.9,0.0,5,0.2
193.0,216.0,22.0,22.0,1800.0,2.0,8.0,1006.6,7.9,0.0,5,0.6
192.0,221.0,23.0,29.0,1700.0,2.0,11.1,1006.0,9.0,0.0,11,0.8
166.0,145.0,17.0,56.0,1200.0,2.0,14.7,1005.5,8.9,0.0,15,0.9
136.0,141.0,33.0,62.0,1200.0,2.0,18.1,1005.2,7.5,0.0,11,1.1
120.0,109.0,37.0,69.0,1200.0,6.0,19.7,1004.4,6.4,0.0,10,1.2
106.0,86.0,31.0,72.0,1000.0,18.0,20.7,1003.8,4.3,0.0,12,1.4
81.0,88.0,23.0,70.0,900.0,44.0,23.0,1002.5,-1.2,0.0,13,4.4
81.0,63.0,17.0,56.0,700.0,58.0,24.0,1002.2,-5.2,0.0,6,5.2
45.0,128.0,7.0,23.0,400.0,81.0,24.1,1001.6,-4.2,0.0,7,3.4
10.0,133.0,3.0,12.0,300.0,93.0,23.3,1001.4,-5.7,0.0,6,3.6
10.0,86.0,3.0,13.0,300.0,91.0,21.5,1001.6,-3.1,0.0,4,3.7
12.0,75.0,3.0,14.0,300.0,84.0,20.4,1002.1,-0.9,0.0,4,3.7
10.0,68.0,3.0,24.0,300.0,66.0,18.8,1003.2,-1.1,0.0,3,2.2
11.0,38.0,3.0,25.0,300.0,63.0,18.1,1005.5,-1.2,0.0,5,3.6
13.0,48.0,3.0,29.0,400.0,57.0,15.8,1007.6,-0.5,0.0,5,2.4
13.0,136.0,3.0,14.0,300.0,73.0,14.9,1008.1,-1.3,0.0,3,1.7
9.0,32.0,3.0,14.0,300.0,72.0,13.8,1008.0,-2.6,0.0,6,1.2
8.0,18.0,3.0,26.0,300.0,57.0,14.1,1008.0,-3.7,0.0,7,1.9
10.0,20.0,4.0,44.0,300.0,37.0,12.2,1007.6,-2.8,0.0,3,1.9
10.0,30.0,4.0,50.0,400.0,30.0,11.3,1007.4,-2.2,0.0,4,1.5
13.0,35.0,5.0,45.0,400.0,35.0,8.6,1007.3,-0.7,0.0,1,0.6
11.0,32.0,10.0,57.0,400.0,25.0,7.2,1007.5,-0.3,0.0,5,0.6
14.0,49.0,12.0,68.0,500.0,9.0,6.0,1007.7,0.7,0.0,5,0.7
21.0,51.0,11.0,78.0,500.0,2.0,6.4,1008.4,-0.6,0.0,9,0.5
17.0,50.0,10.0,78.0,500.0,2.0,9.7,1008.9,0.6,0.0,1,1.9
15.0,26.0,12.0,59.0,500.0,20.0,15.1,1009.3,-3.8,0.0,5,1.4
18.0,34.0,9.0,44.0,500.0,39.0,16.4,1009.1,-4.8,0.0,5,2.7
15.0,21.0,8.0,26.0,500.0,61.0,17.8,1009.1,-5.5,0.0,6,4.2
13.0,32.0,8.0,17.0,400.0,74.0,19.0,1009.1,-3.8,0.0,7,4.3
4.0,44.0,4.0,14.0,300.0,82.0,20.1,1008.2,-6.5,0.0,3,4.8
12.0,58.0,3.0,9.0,300.0,87.0,20.5,1007.6,-7.1,0.0,3,6.1
7.0,48.0,3.0,9.0,300.0,87.0,21.7,1006.6,-7.0,0.0,3,4.3
8.0,35.0,3.0,10.0,300.0,88.0,22.2,1005.9,-6.6,0.0,6,3.3
9.0,30.0,3.0,9.0,300.0,89.0,22.7,1005.3,-6.2,0.0,14,3.1
9.0,28.0,3.0,11.0,300.0,88.0,22.6,1005.4,-9.4,0.0,6,5.2
3.0,22.0,3.0,11.0,300.0,87.0,22.0,1005.5,-8.8,0.0,3,2.9
8.0,31.0,3.0,16.0,300.0,84.0,20.5,1005.8,-9.9,0.0,6,2.5
10.0,32.0,3.0,24.0,400.0,74.0,15.2,1006.4,-1.8,0.0,5,1.0
12.0,41.0,3.0,44.0,500.0,52.0,12.1,1007.3,2.8,0.0,15,0.5
12.0,43.0,3.0,54.0,500.0,41.0,10.3,1007.9,1.1,0.0,8,0.6
12.0,42.0,4.0,72.0,600.0,17.0,9.4,1008.1,1.8,0.0,0,0.2
29.0,104.0,6.0,92.0,900.0,2.0,8.9,1008.1,2.0,0.0,13,0.4
24.0,88.0,11.0,87.0,1100.0,2.0,8.1,1007.9,2.5,0.0,13,0.7
41.0,146.0,17.0,89.0,1500.0,2.0,7.3,1007.7,2.0,0.0,4,0.6
46.0,206.0,19.0,93.0,1500.0,2.0,6.9,1007.0,1.4,0.0,15,0.2
46.0,174.0,26.0,83.0,1700.0,2.0,6.4,1006.9,2.5,0.0,2,0.0
60.0,176.0,30.0,83.0,1600.0,2.0,6.1,1006.7,3.6,0.0,13,0.2
59.0,140.0,29.0,86.0,1399.0,2.0,6.6,1006.9,2.9,0.0,4,0.8
42.0,152.0,27.0,83.0,1200.0,2.0,9.3,1006.8,5.8,0.0,5,1.0
49.0,174.0,20.0,83.0,1100.0,2.0,14.4,1006.7,-0.9,0.0,1,1.2
54.0,150.0,26.0,88.0,1100.0,2.0,17.0,1006.4,-0.7,0.0,0,1.2
84.0,263.0,40.0,102.0,1500.0,2.0,18.2,1006.1,0.3,0.0,1,1.8
83.0,215.0,35.0,124.0,1500.0,2.0,19.7,1005.6,3.0,0.0,1,1.0
79.0,193.0,35.0,140.0,1500.0,2.0,20.9,1004.7,0.7,0.0,0,1.7
89.0,192.0,57.0,140.0,1100.0,13.0,22.6,1003.8,4.1,0.0,12,2.9
81.0,125.0,63.0,52.0,700.0,13.0,23.3,1002.7,3.8,0.0,11,1.7
92.0,140.0,52.0,39.0,700.0,130.0,24.3,1001.8,4.1,0.0,15,1.0
88.0,130.0,48.0,37.0,800.0,136.0,23.6,1001.0,3.5,0.0,2,1.3
81.0,123.0,45.0,45.0,700.0,123.0,23.7,1000.4,3.6,0.0,2,3.0
80.0,131.0,42.0,56.0,600.0,107.0,22.5,1000.2,4.5,0.0,2,2.6
80.0,141.0,50.0,64.0,700.0,93.0,20.8,1001.3,4.8,0.0,2,1.9
81.0,156.0,56.0,73.0,700.0,83.0,19.5,1001.7,2.4,0.0,10,2.1
84.0,148.0,45.0,92.0,700.0,65.0,18.6,1002.9,0.2,0.0,8,1.6
60.0,103.0,32.0,63.0,700.0,84.0,16.9,1003.6,-0.4,0.0,10,1.0
48.0,73.0,29.0,81.0,600.0,56.0,16.2,1004.1,0.3,0.0,8,0.9
32.0,62.0,25.0,63.0,500.0,57.0,15.6,1003.9,-1.1,0.0,8,1.8
37.0,77.0,36.2712,66.5172,500.0,58.6908,15.4,1004.2,1.9,0.0,10,0.7
43.0,91.0,39.0,79.0,600.0,46.0,13.6,1004.1,3.6,0.0,4,0.8
56.0,117.0,39.0,97.0,800.0,26.0,12.1,1003.9,2.5,0.0,4,0.8
64.0,125.0,70.0,112.0,800.0,26.0,10.6,1003.9,3.6,0.0,3,0.0
83.0,151.0,62.0,112.0,800.0,3.0,9.3,1004.3,4.1,0.0,5,0.7
89.0,134.0,66.0,106.0,800.0,3.0,9.4,1004.8,2.7,0.0,1,1.1
69.0,144.0,67.0,102.0,800.0,3.0,12.7,1005.5,2.5,0.0,4,1.2
64.0,132.0,51.0,100.0,800.0,6.0,15.8,1006.1,1.5,0.0,4,1.9
59.0,114.0,44.0,94.0,800.0,9.0,18.6,1006.5,0.2,0.0,4,1.4
56.0,108.0,45.0,88.0,1100.0,22.0,19.2,1007.0,-0.3,0.0,10,1.9
50.0,98.0,50.0,62.0,1100.0,60.0,20.6,1006.7,1.9,0.0,1,1.5
38.0,92.0,48.0,44.0,1000.0,80.0,21.8,1006.0,2.0,0.0,10,2.1
38.0,97.0,48.0,34.0,1000.0,96.0,23.1,1005.1,4.1,0.0,2,2.4
52.0,120.0,48.0,36.0,1000.0,105.0,23.4,1004.7,4.3,0.0,8,1.4
55.0,149.0,52.0,40.0,1200.0,109.0,23.8,1003.9,4.7,0.0,10,1.7
63.0,166.0,53.0,40.0,1200.0,122.0,23.9,1003.5,5.3,0.0,10,1.8
74.0,174.0,49.0,39.0,1000.0,143.0,23.0,1003.8,4.0,0.0,8,1.7
72.0,157.0,39.0,37.0,900.0,144.0,21.8,1004.2,5.6,0.0,8,1.9
72.0,175.0,33.0,48.0,900.0,143.0,20.3,1004.9,5.1,0.0,9,2.0
75.0,158.0,30.0,51.0,800.0,140.0,19.3,1005.7,6.4,0.0,8,1.5
94.0,154.0,29.0,64.0,800.0,136.0,18.4,1006.6,6.2,0.0,8,2.1
82.0,108.0,31.0,61.0,900.0,110.0,17.7,1006.5,5.9,0.0,10,1.0
75.0,111.0,35.0,76.0,1000.0,96.0,17.0,1006.8,5.9,0.0,9,0.8
88.0,132.0,37.0,68.0,1200.0,93.0,16.5,1006.9,5.4,0.0,9,2.1
96.0,153.0,55.0,64.0,1800.0,85.0,15.5,1006.0,5.1,0.0,2,1.4
83.0,119.0,55.0,64.0,1700.0,88.0,14.5,1005.7,5.0,0.0,2,1.5
84.0,128.0,53.0,58.0,1899.0,78.0,14.0,1005.4,5.9,0.0,1,0.5
82.0,135.0,62.0,61.0,2200.0,68.0,13.4,1004.7,5.8,0.0,12,1.2
81.0,124.0,56.0,89.0,2000.0,44.0,11.9,1004.8,6.6,0.0,7,0.5
79.0,117.0,52.0,72.0,2100.0,51.0,12.6,1004.2,5.5,0.0,1,1.2
80.0,119.0,53.0,60.0,2200.0,55.0,13.8,1004.4,5.4,0.0,9,1.1
76.0,127.0,62.0,65.0,2000.0,56.0,15.0,1005.3,5.2,0.0,7,0.7
73.0,117.0,81.0,69.0,2100.0,56.0,16.3,1005.1,5.8,0.0,15,1.6
88.0,140.0,100.0,76.0,2200.0,58.0,16.1,1004.8,6.2,0.0,10,1.2
92.0,147.0,101.0,71.0,2500.0,69.0,17.1,1004.9,6.3,0.0,5,2.0
74.0,120.0,80.0,49.0,1800.0,100.0,17.0,1004.1,6.2,0.0,4,2.7
82.0,125.0,80.0,44.0,1899.0,104.0,18.1,1003.4,6.9,0.0,4,1.2
88.0,136.0,67.0,56.0,1899.0,97.0,17.4,1002.9,6.9,0.0,4,1.5
81.0,126.0,68.0,60.0,1600.0,102.0,17.8,1001.8,7.2,0.0,13,0.6
85.0,117.0,55.0,65.0,1399.0,94.0,19.9,1002.3,7.9,0.0,4,1.3
87.0,117.0,60.0,61.0,1399.0,101.0,20.7,1002.2,7.3,0.0,10,0.7
88.0,121.0,60.0,61.0,1500.0,104.0,20.5,1003.2,7.5,0.0,1,1.3
94.0,150.0,51.0,86.0,1600.0,82.0,19.1,1004.5,0.1,0.0,5,1.2
55.0,116.0,33.0,46.0,900.0,84.0,15.2,1005.5,0.6,0.0,0,1.0
22.0,71.0,11.0,25.0,500.0,74.0,19.3,1006.3,-4.3,0.0,6,2.9
13.0,49.0,8.0,25.0,400.0,67.0,17.8,1006.8,-3.6,0.0,5,2.1
25.0,91.0,9.0,69.0,700.0,19.0,15.5,1007.6,-1.6,0.0,4,0.8
19.0,89.0,8.0,51.0,500.0,44.0,11.6,1008.6,1.5,0.0,7,0.7
12.0,42.0,6.0,30.0,300.0,64.0,12.8,1008.7,0.2,0.0,8,0.6
12.0,32.0,4.0,40.0,300.0,58.0,15.1,1008.8,-5.4,0.0,7,1.7
9.0,22.0,5.0,40.0,300.0,62.0,14.9,1008.6,-6.1,0.0,5,1.4
8.0,24.0,6.0,42.0,300.0,62.0,14.0,1007.8,-5.8,0.0,5,1.4
16.0,24.0,8.0,43.0,300.0,60.0,12.6,1007.8,-3.3,0.0,0,0.7
12.0,32.0,10.0,31.0,300.0,73.6848,10.7,1008.2,1.0,0.0,12,0.4
7.0,27.0,11.0,17.0,300.0,85.4658,17.2,1008.5,-5.3,0.0,3,1.9
9.0,26.0,10.0,15.0,300.0,87.822,20.6,1008.7,-6.1,0.0,3,3.9
11.0,61.0,11.0,16.0,300.0,87.822,22.2,1008.6,-6.6,0.0,6,5.3
17.0,90.0,11.0,11.0,300.0,93.3912,23.3,1008.0,-5.7,0.0,6,4.6
18.0,84.0,8.0,11.0,300.0,95.9616,24.5,1007.2,-4.8,0.0,7,4.6
18.0,94.0,6.0,12.0,300.0,98.532,25.5,1006.9,-5.0,0.0,7,4.7
10.0,77.0,6.0,10.0,400.0,102.0,26.7,1006.0,-4.0,0.0,6,4.6
26.0,79.0,7.0,10.0,300.0,103.0,27.6,1004.8,-4.4,0.0,6,3.0
24.0,60.0,6.0,7.0,300.0,107.0,28.9,1003.7,-4.5,0.0,7,3.5
16.0,62.0,5.0,8.0,300.0,106.0,28.7,1003.1,-3.5,0.0,14,2.0
10.0,54.0,5.0,9.0,300.0,102.0,28.5,1002.9,-4.8,0.0,7,3.2
10.0,56.0,5.0,12.0,300.0,97.0,27.9,1003.0,-5.3,0.0,6,3.2
13.0,64.0,5.0,16.0,400.0,90.0,25.4,1003.9,-5.0,0.0,5,1.6
14.0,71.0,4.0,24.0,400.0,81.0,19.9,1004.8,0.3,0.0,7,0.4
14.0,84.0,4.0,27.0,400.0,74.0,16.2,1005.6,1.5,0.0,3,0.0
13.0,81.0,5.0,38.0,400.0,60.0,14.3,1005.9,4.3,0.0,0,0.4
18.0,72.0,5.0,47.0,400.0,47.0,13.4,1006.0,3.5,0.0,7,0.5
34.0,158.0,13.0,63.0,700.0,16.0,11.9,1007.3,3.4,0.0,3,0.5
40.0,109.0,8.0,72.0,600.0,26.0,17.0,1008.2,-3.7,0.0,4,1.6
23.0,60.0,6.0,37.0,300.0,59.0,16.4,1008.6,-5.4,0.0,5,1.5
15.0,51.0,7.0,50.0,300.0,44.0,14.3,1008.7,-2.6,0.0,15,0.8
15.0,40.0,6.0,49.0,300.0,50.0,11.8,1008.8,-1.7,0.0,5,0.7
17.0,47.0,7.0,66.0,300.0,34.0,9.3,1009.0,1.4,0.0,2,0.4
11.0,45.0,7.0,51.0,300.0,46.0,8.9,1009.3,2.9,0.0,6,0.7
13.0,50.0,8.0,71.0,400.0,28.0,13.3,1010.0,3.9,0.0,1,0.8
17.0,62.0,11.0,60.0,400.0,39.0,18.9,1010.3,-4.6,0.0,4,1.2
17.0,77.0,13.0,52.0,400.0,48.0,20.8,1010.3,-3.7,0.0,0,1.9
15.0,51.0,10.0,37.0,400.0,64.0,22.6,1009.8,-2.2,0.0,0,2.2
16.0,51.0,8.0,28.0,300.0,74.0,24.4,1009.2,-3.1,0.0,0,2.4
17.0,43.0,9.0,25.0,300.0,85.0,25.4,1008.4,-0.7,0.0,0,1.2
20.0,49.0,8.0,22.0,300.0,92.0,27.0,1007.4,-3.8,0.0,2,1.6
21.0,44.0,7.0,23.0,300.0,94.0,27.4,1007.0,-0.7,0.0,8,1.7
18.0,34.0,8.0,25.0,300.0,98.0,28.5,1006.0,-2.6,0.0,12,2.4
14.0,33.0,9.0,23.0,300.0,106.0,29.0,1005.7,-4.5,0.0,6,1.5
11.0,19.0,7.0,14.0,300.0,109.0,29.1,1005.2,-7.0,0.0,4,4.1
17.0,35.0,4.0,12.0,300.0,105.0,28.2,1005.5,-7.7,0.0,5,3.0
13.0,26.0,4.0,16.0,300.0,98.0,24.8,1006.3,-5.5,0.0,0,1.7
15.0,85.0,6.0,36.0,400.0,82.0,21.7,1006.9,-6.1,0.0,2,1.4
20.0,71.0,6.0,77.0,700.0,44.0,20.7,1008.1,-6.9,0.0,0,1.4
24.0,62.0,6.0,78.0,600.0,38.0,20.9,1009.0,-7.6,0.0,0,1.8
18.0,58.0,6.0,66.0,500.0,45.0,20.7,1009.5,-7.8,0.0,0,1.2
20.0,105.0,9.0,54.0,500.0,53.0,16.1,1011.3,-3.4,0.0,5,0.8
41.0,248.0,18.0,61.0,600.0,47.0,14.1,1012.2,0.0,0.0,9,1.0
27.0,106.0,15.0,45.0,500.0,60.0,11.8,1012.6,2.8,0.0,4,1.2
23.0,83.0,15.0,47.0,600.0,53.0,10.5,1012.8,2.6,0.0,5,1.1
24.0,64.0,15.0,53.0,600.0,53.0,9.4,1012.5,3.6,0.0,5,0.0
24.0,73.0,21.0,53.0,500.0,53.0,8.2,1012.6,4.0,0.0,1,0.5
26.0,79.0,18.0,74.0,600.0,53.0,7.8,1012.7,4.0,0.0,3,0.0
25.0,75.0,16.0,94.0,600.0,53.0,11.4,1012.7,3.2,0.0,15,0.5
36.0,80.0,27.0,85.0,700.0,53.0,15.6,1012.8,2.0,0.0,12,1.1
34.0,80.0,39.0,69.0,700.0,53.0,17.6,1012.4,1.1,0.0,15,1.5
